raw_id,source,event_date,date_header,section,entry_type,text,source_url,scraped_at,Keyword_score,
wt_0029,wikipedia_timeline,3/1/2026,1-Mar,Other developments,p,Crown Prince Mohammed bin Salman of Saudi Arabia authorized military force against further Iranian incursions.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0030,wikipedia_timeline,3/1/2026,1-Mar,Other developments,p,"To avert further Iranian strikes, the E3 (the UK, France, and Germany) resolved to back, if needed, ""proportionate military defensive measures"" against drones and ballistic missiles. British prime minister Keir Starmer announces approval of US use of British bases for ""defensive"" strikes on Iran.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0031,wikipedia_timeline,3/1/2026,1-Mar,Other developments,p,The EU announced the expansion of Operation Aspides in response to increased requests for protection from commercial vessels.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0032,wikipedia_timeline,3/1/2026,1-Mar,Other developments,p,"State media reported gatherings in Enqelab Square , in Tehran, Iran, on 1 March.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0034,wikipedia_timeline,3/2/2026,2-Mar,US–Israeli attacks in Iran,p,"HRANA reported 56 strikes in 13 provinces, and at least 85 civilians killed, 5 civilians wounded and 11 military personnel killed. 579 casulaties remained unclassified and under review. Targets hit included law enforcement and border guard command centers in Sanandaj, an airbase in Isfahan, an army base and residential buildings in Tehran, a mosque in Mehrshahr, the governor's office in Rey, and Shahid Bahonar Pier in Bandar Abbas.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_March,2026-07-17T02:45:35,0,
wt_0035,wikipedia_timeline,3/2/2026,2-Mar,US–Israeli attacks in Iran,p,"The Iranian Red Crescent reported 555 people killed. [ page needed ] Israel launched strikes on targets in Tehran and Sanandaj, hitting military and strategic locations including command centers and missile sites. Satellite images taken by Vantor on 1 and 2 March were made public, which showed that Iran's Natanz Nuclear Facility in Isfahan , Iran, had sustained damage. Subsequently, the International Atomic Energy Agency (IAEA) confirmed that satellite imagery showed that entrance buildings at Natanz were damaged, but no radiological consequence was expected and no additional impact had been detected at the fuel enrichment plant itself. The Khatam-al-Anbia and Gandhi hospitals in Tehran were hit by strikes. The USAF hit military aircraft and drone launchers, including multiple F-14 Tomcats at airbases across Iran. The IDF said that it hit dozens of command sites and other targets at night in Tehran, including ten belonging to the Ministry of Intelligence and one belonging to the Quds Force . Later attacks hit the Islamic Republic of Iran Broadcasting headquarters in Evin , Tehran. According to Al Arabiya, Israeli special forces and Mossad operatives carried out a ground operation inside Iran; no details of the operation were reported.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_March,2026-07-17T02:45:35,0,
wt_0037,wikipedia_timeline,3/2/2026,2-Mar,Iranian attacks,p,"A refining facility was damaged in Aramco 's Ras Tanura in Saudi Arabia, causing a contained fire. It was initially believed to be caused by a drone attack, but Saudi officials stated it was debris from an intercepted Iranian missile, and Iran denied it had targeting the facility. All staff members at the US–Jordanian embassy were evacuated ""due to a threat"". Two drones targeted the US Victory Base near Baghdad International Airport , one of which reportedly struck the base. There were reports of explosions in Erbil , Kurdistan Region , Iraq. A pro-Iran group called the "" Guardians of the Blood Brigade "" stated they were behind these two attacks, and claimed they were in retaliation for Khamenei's assassination. The Islamic Resistance in Iraq claimed responsibility for over 23 drone strikes on US assets in Erbil.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_March,2026-07-17T02:45:35,0,
wt_0038,wikipedia_timeline,3/2/2026,2-Mar,Iranian attacks,p,"In Cyprus, Paphos International Airport was evacuated upon the detection of a foreign unidentified object in the sky, and at the same time sirens sounded once again at Akrotiri base upon the detection of a possible threat. Later on the Cypriot government confirmed that the objects were two drones which were intercepted without causing any damages. After the incident, Greece announced that they would deploy frigates and F-16s to defend Cyprus from any further strikes by Iran. Later in the day IRGC general Sardar Jabbari commented that there was a US presence on the island of Cyprus and that Iran planned to strike the island ""with such intensity that the Americans will be forced to leave"".",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_March,2026-07-17T02:45:35,0,
wt_0040,wikipedia_timeline,3/2/2026,2-Mar,Iranian attacks,p,"19 people were injured after an Iranian missile hit a neighborhood in Beersheba , Israel.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_March,2026-07-17T02:45:35,0,
wt_0041,wikipedia_timeline,3/2/2026,2-Mar,Iranian attacks,p,The US Central Command announced the death of six US service members killed in action.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_March,2026-07-17T02:45:35,0,
wt_0042,wikipedia_timeline,3/2/2026,2-Mar,Lebanon theater,p,"Projectiles were launched from within Lebanon toward Israel in the early hours of 2 March, setting off sirens across Haifa and the Upper Galilee . The IDF said that it intercepted a rocket from Hezbollah, while others hit open areas. The IDF spokesperson issued an emergency statement saying that the attack is to be considered ""an official declaration of war by Hezbollah"", vowing to ""neutralize"" the threat. Hezbollah confirmed its responsibility, saying that it attacked an IDF base in Haifa in response to Khamenei's killing.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_March,2026-07-17T02:45:35,0,
wt_0043,wikipedia_timeline,3/2/2026,2-Mar,Lebanon theater,p,"The IDF proceeded with a series of airstrikes in Beirut and the Beqaa Valley . Strikes also hit southern Lebanon . Israel warned Lebanese people who fled from their homes not to return. The IDF later announced that it struck more than 70 targets in Dahieh and southern Lebanon. The IDF struck three southern Lebanese towns, including Haris , Nabatieh al-Fawqa , and Mayfadoun , and later issued an evacuation order in 50 adjacent communities. The IDF said it killed the head of Hezbollah's intelligence headquarters Hussein Makled in the strikes. In the night, it reported the killing of Abu Hamza Rami , the Palestinian Islamic Jihad commander in Lebanon, in Beirut.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_March,2026-07-17T02:45:35,0,
wt_0044,wikipedia_timeline,3/2/2026,2-Mar,Other developments,p,"Qatar shoots down two Iranian Su-24 bombers , making it the first nation to shoot down crewed Iranian aircraft in the conflict.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_March,2026-07-17T02:45:35,0,
wt_0045,wikipedia_timeline,3/2/2026,2-Mar,Other developments,p,"Three US F-15 fighters crash in Kuwait. Iran claims to have shot them down, while later CentCom attributed it to friendly fire by Kuwait.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_March,2026-07-17T02:45:35,0,
wt_0046,wikipedia_timeline,3/3/2026,3-Mar,,p,"The war dramatically expanded, with nine countries now involved.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,0,
wt_0047,wikipedia_timeline,3/3/2026,3-Mar,US–Israeli attacks in Iran,p,"HRANA reported 104 attacks in 19 provinces, and at least 31 casualties including 15 civilians killed and 1 injured. Isfahan, Kermanshah, Shiraz and IEI were bombed, along with other cities. Targets hit included Imam Hossein University and a garrison in Tehran, a military headquarters in Kermanshah, garrisons in Marivan and Najafabad, the Shohada Hospital in Sarpol-e Zahab, a field hospital in Salas-e Babajani, the Criminal Investigation Department in Marivan, nuclear facilities in Natanz and the Dezful Radio building in Dezful.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,0,
wt_0050,wikipedia_timeline,3/3/2026,3-Mar,US–Israeli attacks in Iran,p,"CENTCOM commander Admiral Brad Cooper said that the United States ""destroyed 17 Iranian ships, including the most operational Iranian submarine that now has a hole in its side."" The US sunk missile corvette IRIS Shahid Soleimani , the lead ship of an Iranian class with the same name. The US sunk the submarine IRIS Fateh , Iran's only operational Fateh -class submarine . It was the first submarine to be sunk during a conflict since the Falklands War .",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,0,
wt_0051,wikipedia_timeline,3/3/2026,3-Mar,Iranian attacks,p,Iran continued its strikes on Israel and the Gulf states.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,0,
wt_0052,wikipedia_timeline,3/3/2026,3-Mar,Iranian attacks,p,The Israeli cities of Bnei Brak and Rosh HaAyin saw Iranian strikes causing a total of seven injuries amongst civilians. Israeli Police report that one person was injured after Iranian shrapnel fell in Tel Aviv.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,0,
wt_0055,wikipedia_timeline,3/3/2026,3-Mar,Lebanon theater,p,"Israel's Defense Minister authorized a ground invasion of Lebanon to seize strategic positions. Israel said it detained a dozen Hezbollah members after a rocket strike on Israel. Hezbollah launched drones and missiles at a trio of Israeli bases, and claimed to have struck down an Israeli drone in Nabatieh . World Health Organization Director-General Tedros Adhanom Ghebreyesus said that three paramedics were killed and six injured while working to help affected people in southern Lebanon.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,0,
wt_0056,wikipedia_timeline,3/3/2026,3-Mar,Other developments,p,"Iran banned food exports, and ordered people to uninstall and disable foreign social media apps on their phones over security concerns. State media announced that Iran has stocked one month of wheat flour and essential food products. Iran announced that the IRGC was setting up checkpoints in cities nationwide. State media reported that Ali Khamenei 's son and possible heir Mojtaba Khamenei ""miraculously survived missile strike"" that killed his father. He was subsequently elected as the new Supreme Leader of Iran.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,0,
wt_0057,wikipedia_timeline,3/3/2026,3-Mar,Other developments,p,"Western diplomats and other sources told The Jerusalem Post that Qatar had struck Iran after Iranian attempts to directly strike Doha's airport and that Qatar had shot down two Iranian Su-24 bombers; Channel 12 also reported Qatari strikes. Qatari Foreign Ministry spokesperson Majed al-Ansari vigorously denied the accusation that Qatar had joined the ""campaign targeting Iran"". According to Tasnim, GCC Gulf Shield units were deployed to Bahrain to quell Shia protests.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,0,
wt_0058,wikipedia_timeline,3/4/2026,4-Mar,US–Israeli attacks in Iran,p,"HRANA recorded 117 attacks in 23 provinces, and at least 53 casualties including 31 civilian deaths and 25 civilian injuries. Targets hit included industrial towns in Qazvin and Urmia, a garrison in Najafabad, Ba'athat Hospital and a separate surgical center in Tehran, Esmat Girls' High School and a blood transfusion center in Urmia.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,0,
wt_0059,wikipedia_timeline,3/4/2026,4-Mar,US–Israeli attacks in Iran,p,"A joint US–Israeli strike targeted Azadi square in Tehran as well as military facilities and the metro station. The IAF struck an Iranian military complex in eastern Tehran. Israeli strikes hit the Basij headquarters, as well as missile launch pads, defense systems and the supply and logistics directorate affiliated with Iranian ground forces. At 16:15 UTC Israel announced it had completed a major large scale airstrikes on a major military outpost housing soldiers from all branches of Iran's security apparatus.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,0,
wt_0060,wikipedia_timeline,3/4/2026,4-Mar,US–Israeli attacks in Iran,p,"The IDF announced that an F-35I ""Adir"" shot down a Russian-made Iranian Yak-130 fighter jet over Tehran , marking the first time in history a stealth fighter has shot down a crewed fighter jet in combat. It was also the first time the Israeli Air Force shot down an aircraft since 1985.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,0,
wt_0061,wikipedia_timeline,3/4/2026,4-Mar,US–Israeli attacks in Iran,p,"A US submarine sunk the Iranian warship IRIS Dena off the coast of Galle, Sri Lanka , killing 87 of its crewmen. The Iranian frigate was returning from International Fleet Review 2026 , which was held in Visakhapatnam , India. 32 of its crewmen were rescued by the Sri Lankan navy . At 13:15 UTC an Iranian warship sunk by US–Israeli airstrike in the port of Bandar Abbas . The warship was a Soleimani Class Corvette. It was the second Iranian warship sunk that day. According to CENTCOM, the US military cumulatively destroyed 19 Iranian ships, 1 submarine, and nearly 2,000 targets by this point in the war.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,0,
wt_0062,wikipedia_timeline,3/4/2026,4-Mar,US–Israeli attacks in Iran,p,The US launched multiple strikes on PMF forces in Iraq throughout the day,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,0,
wt_0065,wikipedia_timeline,3/4/2026,4-Mar,Iranian attacks,p,"Aramco's Ras Tanura oil refining facility in Saudi Arabia was hit by a projectile. A drone was downed in the proximity of Baghdad International Airport , whilst another wave of drones and missiles was intercepted in Erbil . The pro-Iran militia Saraya Awliya al-Dam claim that they struck a ""vital US asset"" in Jordan, but this was unconfirmed by independent news outlets or CENTCOM.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,0,
wt_0066,wikipedia_timeline,3/4/2026,4-Mar,Lebanon theater,p,"At 10:00 UTC Syrian forces blocked the Syrian - Lebanese border, in what they said was an effort to block Hezbollah from crossing the border and smuggling weapons in and out of Lebanon. At 11:55 to 12:35 UTC Multiple rockets, missiles, and drones launched towards Israel from Lebanon to the north and Iran from the east, and at 12:35 UTC Israel launched strikes at Hezbollah targets in southern Lebanon. Israeli ground forces moved into Lebanon skirmishing with Hezbollah in the first land based clashes of the war. Hezbollah said that it clashed with Israeli forces attempting to advance in Khiam and launched rocket barrages at a concentration of troops in Kiryat Shmona . Hezbollah also said that it struck an Israeli tank in the town of Houla, Lebanon . Israel later said that two of its soldiers were injured by anti-tank fire.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,0,
wt_0068,wikipedia_timeline,3/4/2026,4-Mar,Other developments,p,Iraq's national power grid went down.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,0,
wt_0069,wikipedia_timeline,3/4/2026,4-Mar,Other developments,p,"According to an unnamed official from the Coalition of Political Forces of Iranian Kurdistan , Iraqi-based Kurdish armed groups consisting of thousands of the Kurdistan Free Life Party (PJAK) troops began a military offensive into Iranian territory, with operations beginning earlier on 2 March. American and Israeli officials reportedly confirmed the events. However, an unnamed PJAK official denied the claims of an ongoing offensive and cross-border troop movements, as did Aziz Ahmed, deputy chief of staff to Kurdistan Region's prime minister Masrour Barzani .",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,0,
wt_0070,wikipedia_timeline,3/4/2026,4-Mar,Other developments,p,"Qatar arrested ten individuals for operating as a cell of the IRGC in Qatari territory, collecting data on military infrastructure, with some trained to use drones. QatarEnergy declared force majeure on gas exports and shut down gas liquefaction .",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,0,
wt_0071,wikipedia_timeline,3/5/2026,5-Mar,US–Israeli attacks in Iran,p,"HRANA recorded 170 attacks in 19 provinces and at least 79 casualties, including 9 civilians killed, one of whom was a child, and 38 civilians injured. 29 casualties could not be immediately classified as civilian or military. Targets hit included the Ministry of Intelligence office in Sardasht, an IRGC garrison in Sanandaj, a paper factory in Malayer, and a border terminal in Dasht-e Azadegan. Iran's largest sports complex, the 12,000-seat indoor arena at Tehran's Azadi Indoor Stadium , was destroyed by an American-Israeli strike, following reports that authorities had been using stadiums for military purposes. Israel and the US launched another wave of attacks on Tehran, also hitting a police station, a residential building, the Yas Nabi Girls' Elementary School, Basat Stadium and the District 18 municipality.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#5_March,2026-07-17T02:45:35,0,
wt_0072,wikipedia_timeline,3/5/2026,5-Mar,Iranian and Hezbollah strikes,p,Saudi Arabia reported that in the early hours of the day they had intercepted three cruise missiles outside the city of Al-Kharj .,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#5_March,2026-07-17T02:45:35,0,
wt_0073,wikipedia_timeline,3/5/2026,5-Mar,Iranian and Hezbollah strikes,p,"Iran said it targeted Kurdish groups in Iraq and warned separatists amid the expanding conflict. Early on 5 March, Iran launched another round of missiles at Israel, setting off air-raid alerts in areas including Tel Aviv, though no casualties were immediately reported. Suspected debris from an intercepted Iranian missile landed in Petah Tikva , causing a fire.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#5_March,2026-07-17T02:45:35,0,
wt_0074,wikipedia_timeline,3/5/2026,5-Mar,Iranian and Hezbollah strikes,p,Iran targeted a US oil tanker in the Persian Gulf.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#5_March,2026-07-17T02:45:35,0,
wt_0075,wikipedia_timeline,3/5/2026,5-Mar,Iranian and Hezbollah strikes,p,"Iranian drones entered Azerbaijani airspace. One drone hit the terminal of the Nakhchivan International Airport and another fell near a school in the village of Şəkərabad . Azerbaijan summoned their Iranian ambassador, withdrew their diplomats from Iran, and promised a military response. Iran's foreign minister Abbas Araghchi denied that Iran had attacked Azerbaijan, and suggested that it was an Israeli false flag attack. Azer News reported that a Telegram channel affiliated with the Islamic Revolutionary Guard Corps, ""Sepah Pasdaran News Channel"", claimed responsibility for the attack in Nakhchivan . Azerbaijani president Ilham Aliyev said that ""Iran committed terror acts against Azerbaijan"". Turkey likewise condemned the strikes in Azerbaijan.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#5_March,2026-07-17T02:45:35,0,
wt_0076,wikipedia_timeline,3/5/2026,5-Mar,Other developments,p,"UK defence minister John Healey visited Cyprus. No missiles were sent toward the country, but alarms in British bases rang twice, causing widespread panic and self evacuations in the local population. Italy, the Netherlands and Spain confirmed that they will be sending warships to defend Cyprus, including the Cristóbal Colón frigate. If requested, Ireland stated they would be willing to protect Cyprus and join the European defense coalition that had mobilized around the island.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#5_March,2026-07-17T02:45:35,0,
wt_0077,wikipedia_timeline,3/5/2026,5-Mar,Other developments,p,Ukrainian president Volodymyr Zelensky stated that Ukraine had received an American request for assistance with Iranian Shahed drones . President Trump stated that he would accept Ukrainian assistance.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#5_March,2026-07-17T02:45:35,0,
wt_0078,wikipedia_timeline,3/6/2026,6-Mar,US–Israeli strikes,p,"HRANA recorded 664 attacks in 28 provinces, and at least 25 casualties including 4 civilian deaths and 9 injuries. The US and Israel executed heavy airstrikes on Tehran, on targets including Mehrabad airport, a police station, an IRGC base, and residential units. Strikes also took place on Kermanshah as well as Salmas, Maku and Saqqez in western Iran. US and Israeli airstrikes also hit intelligence sites in Lorestan and Ilam, and a Ministry of Intelligence office building in Sarpol-e Zahab. Other targets included the Fars Governate building and a medical emergency team/operational base in Shiraz, the Mahabad Red Crescent, and a facility of the National Iranian Oil Company in Miandoab.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#6_March,2026-07-17T02:45:35,0,
wt_0079,wikipedia_timeline,3/6/2026,6-Mar,Iranian and Hezbollah strikes and renewed Gulf offensive,p,"Iran opened a new and wider campaign on Gulf states with attacks on Saudi Arabia (3 missiles had been intercepted at Prince Sultan Air Base), Kuwait (with drones and missiles), Qatar (where 13 missiles were intercepted), Bahrain (where a hotel and two residential buildings were targeted), and the UAE.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#6_March,2026-07-17T02:45:35,0,
wt_0080,wikipedia_timeline,3/6/2026,6-Mar,Iranian and Hezbollah strikes and renewed Gulf offensive,p,"Late on Friday, drones struck Iraqi airports and oil facilities; in Basra , a compound housing foreign oil-company workers, including Halliburton and KBR facilities, was hit and caught fire.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#6_March,2026-07-17T02:45:35,0,
wt_0081,wikipedia_timeline,3/6/2026,6-Mar,Other developments,p,"President Masoud Pezeshkian issued an apology on state television for waves of Iranian attacks against neighbouring countries, stating that Iran had not attacked ""friendly and neighboring countries"".",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#6_March,2026-07-17T02:45:35,0,
wt_0082,wikipedia_timeline,3/6/2026,6-Mar,Other developments,p,"The Sri Lanka Navy announced that the Sri Lanka Navy would take charge of the Iranian tanker IRIS Bushehr and its crew of 208, with the crew to be brought ashore and the vessel moved to the Trincomalee area. This is the first instance of a warship being interned in a neutral country since World War II. [ citation needed ]",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#6_March,2026-07-17T02:45:35,0,
wt_0083,wikipedia_timeline,3/6/2026,6-Mar,Other developments,p,Three Ghanaian peacekeepers enrolled in UNIFIL were hit by a missile and wounded in Southern Lebanon. Responsibility for the attack was unclear.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#6_March,2026-07-17T02:45:35,0,
wt_0084,wikipedia_timeline,3/6/2026,6-Mar,Other developments,p,"In Azerbaijan, an alleged Iranian-linked terrorist plot against the Baku–Tbilisi–Ceyhan oil pipeline , the Israeli embassy and synagogues in Baku is prevented by local law enforcement, with the trial of said alleged terrorists starting on the same day, during which they were identified as being part of a cell of the Islamic State known as "" Vilayati-Khorasan "" and the IRGC.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#6_March,2026-07-17T02:45:35,0,
wt_0085,wikipedia_timeline,3/7/2026,7-Mar,US–Israeli attacks in Iran,p,"HRANA reported 485 attacks in 30 provinces and 53 casualties, including at least 33 civilians killed and 8 injured. US and Israeli forces executed strikes on many targets in Tehran and Isfahan including Mehrabad International Airport , where the IDF said that it destroyed 16 Quds Force aircraft, as well as a logistics and support garrison and an emergency response base in Tehran. Other targets included airbases in Ahvaz and Isfahan, a medical clinic in Zanganeh, a girls' school in Khomein, a home in Eslamshahr, and a water desalination plant on Qeshm Island . The IRGC said the desalination plant attack affected the water supply for 30 villages and said they had retaliated by striking the source of the attack; both the US and Israel denied attacking the plant.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#7_March,2026-07-17T02:45:35,0,
wt_0087,wikipedia_timeline,3/7/2026,7-Mar,Iranian retaliation,p,The compounds and oil refineries structures of the US-based firm Halliburton located in Basra are hit by Iranian strikes.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#7_March,2026-07-17T02:45:35,0,
wt_0088,wikipedia_timeline,3/7/2026,7-Mar,Other developments,p,"The US approved a $151M arms sale to Israel, and sent a third aircraft carrier, USS George H. W. Bush , to the Middle East.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#7_March,2026-07-17T02:45:35,0,
wt_0090,wikipedia_timeline,3/7/2026,7-Mar,Other developments,p,"Iran's President Masoud Pezeshkian released a video message apologizing for ""fire at will"" attacks on neighbouring countries and instructed them to stop, although attacks continued shortly afterward.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#7_March,2026-07-17T02:45:35,0,
wt_0091,wikipedia_timeline,3/8/2026,8-Mar,US–Israeli strikes,p,"Overnight Israeli airstrikes hit Iran's oil facilities for the first time, killing four people and releasing large clouds of dark smoke into the air, raising concerns over fuel shortages, water and soil contamination and respiratory hazards. HRANA reported 752 attacks in 30 provinces, and 83 unclassified casualties, including 33 people killed and 50 injured. Targets struck included the Kamal Esmail Basij Base and an army garrison in Isfahan, an IRGC brigade in Shahin Shahr, a border guard regiment in Paveh, the Border Guard Command Headquarters in Kermanshah, a swimming complex in Isfahan, a stadium in Shahin Shahr, a seminary building in Qom, and a judiciary building in Zarrin Shahr. Israeli American airstrikes hit the IRGC aerospace headquarters and 50 ammunition storage shelters. US officials stated that Iran was using heavy populated areas to conduct military operations. Following some missile attack(s), the Rowing Federation of Iran building suffered serious damage. Following the Israeli and American attacks on Iranian soil, the Hockey Federation building located in Tehran's Enghelab Sports Complex was damaged and suffered serious damage. The Tennis Federation of Iran building suffered serious damage by the attacks.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#8_March,2026-07-17T02:45:35,0,
wt_0092,wikipedia_timeline,3/8/2026,8-Mar,Iranian strikes,p,"Israeli rescue services said that at least three people were injured by shrapnel belonging to Iranian missiles. The IRGC said that its missiles hit ""military targets"" in Tel Aviv and Beersheba as well as the Muwaffaq Salti Air Base in Azraq, Jordan .",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#8_March,2026-07-17T02:45:35,0,
wt_0093,wikipedia_timeline,3/8/2026,8-Mar,Iranian strikes,p,An Iranian drone strike caused a fire in a Kuwait City tower belonging to the Public Institution for Social Security . Kuwait reported that two of its officers were killed on duty.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#8_March,2026-07-17T02:45:35,0,
wt_0094,wikipedia_timeline,3/8/2026,8-Mar,Iranian strikes,p,US Central Command announced the death of a seventh US service member from an Iranian attack.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#8_March,2026-07-17T02:45:35,0,
wt_0095,wikipedia_timeline,3/8/2026,8-Mar,Iranian strikes,p,"The United Kingdom's Ministry of Defence confirmed that its forces had intercepted an Iranian drone headed towards Iraq, and declared its intention to send a Merlin helicopter to the region to help aid in detecting future aerial threats.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#8_March,2026-07-17T02:45:35,0,
wt_0096,wikipedia_timeline,3/9/2026,9-Mar,US–Israeli strikes,p,"HRANA recorded 285 attacks in 17 provinces and at least 61 casualties, including at least 40 civilians killed and 8 injured, as well as 11 unclassified deaths. Strikes primarily targeted Tehran and Isfahan. Extensive damage was dealt to historical sites in Isfahan. Targets stuck included Optical Defense Industries in Isfahan, Soru Pier in Bandar Abbas, a law enforcement building in Mobarakeh, Shahid Montazeri Camp in Shahriar, Sahab Pardaz Informatics Company building in Tehran, the Chehel Sotoun Palace-Museum and Ali Qapu Palace-Museum in Isfahan, Shahidan Nasiri Stadium and Safaian Clinic and Medical Center, and an automobile dealership in Lam.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#9_March,2026-07-17T02:45:35,0,
wt_0097,wikipedia_timeline,3/9/2026,9-Mar,Iranian strikes,p,"An explosion near Manama sparked a fire near a petroleum refinery and resulted in injuries to at least 32 Bahraini citizens, four of them ""serious cases"". An analysis by academic researchers examined by Reuters found that an American-operated Patriot missile was likely involved in the blast after it downed an Iranian drone mid-air. The UAE said that it intercepted 12 ballistic missiles and 17 drones from Iran.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#9_March,2026-07-17T02:45:35,0,
wt_0098,wikipedia_timeline,3/9/2026,9-Mar,Iranian strikes,p,Saudi Arabia said that its forces had destroyed four drones targeting Shaybah oil field .,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#9_March,2026-07-17T02:45:35,0,
wt_0099,wikipedia_timeline,3/9/2026,9-Mar,Iranian strikes,p,Iran continued firing missiles on Israel with reports saying that at least one was carrying a cluster of bomb warhead. A cluster bomb attack killed two workers at a construction site in Yehud and injured a third in Or Yehuda .,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#9_March,2026-07-17T02:45:35,0,
wt_0100,wikipedia_timeline,3/9/2026,9-Mar,Khamenei's election as new leader,p,"Following the killing of Ali Khamenei, the former leader of the Islamic Republic of Iran, in the Iran-2026 war, Mojtaba Khamenei was elected as the new leader of Iran.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#9_March,2026-07-17T02:45:35,0,
wt_0101,wikipedia_timeline,3/9/2026,9-Mar,Other developments,p,BAPCO declared force majeure on oil exports after an Iranian attack hit its only refinery.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#9_March,2026-07-17T02:45:35,0,
